tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-9900,United Cup,Hard,18.0,A,20241229,1.0,105807,,,Pablo Carreno Busta,R,188.0,ESP,33.467,207686,,,Alexander Shevchenko,R,188.0,KAZ,24.082,6-2 6-1,3,RR,64.0,3.0,0.0,40.0,27.0,21.0,9.0,8.0,1.0,2.0,3.0,4.0,42.0,24.0,14.0,4.0,7.0,2.0,7.0,196.0,292.0,78.0,715.0
2025-9900,United Cup,Hard,18.0,A,20241229,2.0,111190,,,Zhizhen Zhang,R,193.0,CHN,28.203,106329,,,Thiago Monteiro,L,183.0,BRA,30.582,6-3 6-0,3,RR,54.0,10.0,0.0,39.0,30.0,26.0,7.0,8.0,0.0,0.0,3.0,2.0,35.0,22.0,13.0,3.0,7.0,1.0,5.0,45.0,1155.0,109.0,566.0
2025-9900,United Cup,Hard,18.0,A,20241229,3.0,126774,,,Stefanos Tsitsipas,R,193.0,GRE,26.382,105807,,,Pablo Carreno Busta,R,188.0,ESP,33.467,6-4 4-6 6-3,3,RR,128.0,13.0,6.0,84.0,49.0,40.0,19.0,15.0,1.0,3.0,2.0,3.0,92.0,70.0,48.0,9.0,14.0,6.0,9.0,11.0,3165.0,196.0,292.0
2025-9900,United Cup,Hard,18.0,A,20241229,4.0,106432,,,Borna Coric,R,188.0,CRO,28.123,200000,,,Felix Auger-Aliassime,R,193.0,CAN,24.392,0-6 6-4 6-4,3,RR,139.0,1.0,6.0,81.0,40.0,26.0,17.0,13.0,5.0,10.0,13.0,3.0,90.0,67.0,43.0,11.0,13.0,8.0,12.0,90.0,639.0,29.0,1635.0
2025-9900,United Cup,Hard,18.0,A,20241229,5.0,200005,,,Ugo Humbert,L,188.0,FRA,26.511,208502,,,Dominic Stricker,L,183.0,SUI,22.371,6-3 7-5,3,RR,72.0,10.0,2.0,51.0,34.0,30.0,10.0,11.0,0.0,1.0,10.0,1.0,56.0,34.0,27.0,10.0,10.0,1.0,4.0,14.0,2765.0,299.0,173.0
2025-9900,United Cup,Hard,18.0,A,20241229,6.0,200282,,,Alex de Minaur,R,183.0,AUS,25.864,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,25.451,6-1 6-4,3,RR,76.0,8.0,2.0,51.0,26.0,23.0,15.0,9.0,0.0,0.0,2.0,1.0,47.0,28.0,20.0,7.0,8.0,3.0,6.0,9.0,3745.0,39.0,1315.0
2025-9900,United Cup,Hard,18.0,A,20241229,7.0,200000,,,Felix Auger-Aliassime,R,193.0,CAN,24.392,126203,,,Taylor Fritz,R,196.0,USA,27.17,4-6 7-5 6-3,3,RR,139.0,19.0,4.0,89.0,59.0,47.0,15.0,16.0,2.0,4.0,13.0,1.0,92.0,58.0,42.0,16.0,15.0,1.0,4.0,29.0,1635.0,4.0,5100.0
2025-9900,United Cup,Hard,18.0,A,20241229,8.0,207925,,,Flavio Cobolli,R,183.0,ITA,22.65,208502,,,Dominic Stricker,L,183.0,SUI,22.371,6-3 7-6(2),3,RR,89.0,5.0,3.0,67.0,36.0,27.0,22.0,10.0,5.0,5.0,6.0,0.0,62.0,45.0,33.0,7.0,11.0,0.0,2.0,32.0,1472.0,299.0,173.0
2025-9900,United Cup,Hard,18.0,A,20241229,9.0,134770,,,Casper Ruud,R,183.0,NOR,26.021,207830,,,Tomas Machac,R,183.0,CZE,24.211,7-6(6) 5-7 6-4,3,RR,174.0,12.0,6.0,116.0,75.0,56.0,19.0,17.0,6.0,9.0,7.0,13.0,111.0,70.0,50.0,17.0,17.0,2.0,5.0,6.0,4255.0,25.0,1758.0
2025-9900,United Cup,Hard,18.0,A,20241229,10.0,100644,,,Alexander Zverev,R,198.0,GER,27.693,106329,,,Thiago Monteiro,L,183.0,BRA,30.582,6-4 6-4,3,RR,77.0,11.0,3.0,51.0,32.0,29.0,11.0,10.0,0.0,0.0,5.0,1.0,53.0,32.0,24.0,11.0,10.0,2.0,4.0,2.0,7915.0,109.0,566.0
2025-9900,United Cup,Hard,18.0,A,20241229,11.0,134770,,,Casper Ruud,R,183.0,NOR,26.021,128034,,,Hubert Hurkacz,R,196.0,POL,27.88,7-5 6-3,3,RR,83.0,4.0,0.0,61.0,44.0,34.0,12.0,11.0,2.0,2.0,8.0,0.0,58.0,40.0,28.0,8.0,10.0,4.0,6.0,6.0,4255.0,16.0,2640.0
2025-9900,United Cup,Hard,18.0,A,20241229,12.0,207686,,,Alexander Shevchenko,R,188.0,KAZ,24.082,126774,,,Stefanos Tsitsipas,R,193.0,GRE,26.382,6-4 7-6(0),3,RR,112.0,2.0,3.0,70.0,45.0,31.0,19.0,11.0,1.0,2.0,7.0,4.0,77.0,42.0,30.0,16.0,11.0,2.0,4.0,78.0,715.0,11.0,3165.0
2025-9900,United Cup,Hard,18.0,A,20241229,13.0,100644,,,Alexander Zverev,R,198.0,GER,27.693,111190,,,Zhizhen Zhang,R,193.0,CHN,28.203,2-6 6-0 6-2,3,RR,125.0,6.0,3.0,66.0,47.0,36.0,8.0,11.0,3.0,5.0,3.0,1.0,78.0,48.0,31.0,11.0,11.0,4.0,9.0,2.0,7915.0,45.0,1155.0
2025-9900,United Cup,Hard,18.0,A,20241229,14.0,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,25.451,126129,,,Billy Harris,R,193.0,GBR,29.927,3-6 6-3 6-2,3,RR,164.0,10.0,1.0,93.0,61.0,44.0,18.0,13.0,8.0,9.0,9.0,4.0,90.0,50.0,37.0,18.0,13.0,6.0,9.0,39.0,1315.0,125.0,474.0
2025-9900,United Cup,Hard,18.0,A,20241229,15.0,126203,,,Taylor Fritz,R,196.0,USA,27.17,106432,,,Borna Coric,R,188.0,CRO,28.123,6-3 6-2,3,RR,91.0,5.0,1.0,56.0,28.0,22.0,17.0,9.0,2.0,2.0,3.0,5.0,54.0,27.0,19.0,11.0,8.0,4.0,7.0,4.0,5100.0,90.0,639.0
2025-9900,United Cup,Hard,18.0,A,20241229,16.0,207925,,,Flavio Cobolli,R,183.0,ITA,22.65,200005,,,Ugo Humbert,L,188.0,FRA,26.511,3-6 7-6(8) 6-2,3,RR,126.0,11.0,0.0,89.0,57.0,41.0,21.0,14.0,2.0,4.0,10.0,2.0,83.0,46.0,36.0,24.0,15.0,1.0,4.0,32.0,1472.0,14.0,2765.0
2025-9900,United Cup,Hard,18.0,A,20241229,17.0,126203,,,Taylor Fritz,R,196.0,USA,27.17,111190,,,Zhizhen Zhang,R,193.0,CHN,28.203,6-4 6-4,3,RR,79.0,8.0,1.0,44.0,33.0,30.0,10.0,10.0,0.0,0.0,8.0,0.0,72.0,48.0,36.0,9.0,10.0,7.0,9.0,4.0,5100.0,45.0,1155.0
2025-9900,United Cup,Hard,18.0,A,20241229,18.0,207686,,,Alexander Shevchenko,R,188.0,KAZ,24.082,109054,,,Daniel Masur,R,183.0,GER,30.146,6-7(5) 6-2 6-2,3,RR,133.0,11.0,4.0,84.0,57.0,42.0,16.0,14.0,4.0,5.0,3.0,2.0,104.0,72.0,44.0,15.0,14.0,8.0,13.0,78.0,715.0,254.0,217.0
2025-9900,United Cup,Hard,18.0,A,20241229,19.0,207830,,,Tomas Machac,R,183.0,CZE,24.211,128034,,,Hubert Hurkacz,R,196.0,POL,27.88,7-5 3-6 6-4,3,RR,115.0,8.0,5.0,83.0,52.0,43.0,14.0,15.0,2.0,3.0,14.0,3.0,85.0,55.0,40.0,21.0,16.0,3.0,5.0,25.0,1758.0,16.0,2640.0
2025-9900,United Cup,Hard,18.0,A,20241229,20.0,200282,,,Alex de Minaur,R,183.0,AUS,25.864,126129,,,Billy Harris,R,193.0,GBR,29.927,6-2 6-1,3,RR,76.0,6.0,2.0,40.0,19.0,17.0,13.0,7.0,3.0,3.0,3.0,1.0,56.0,36.0,17.0,9.0,8.0,2.0,7.0,9.0,3745.0,125.0,474.0
2025-9900,United Cup,Hard,18.0,A,20241229,21.0,128034,,,Hubert Hurkacz,R,196.0,POL,27.88,126129,,,Billy Harris,R,193.0,GBR,29.927,7-6(3) 7-5,3,RR,105.0,18.0,0.0,67.0,51.0,45.0,9.0,12.0,3.0,3.0,7.0,2.0,79.0,54.0,42.0,12.0,12.0,2.0,3.0,16.0,2640.0,125.0,474.0
2025-9900,United Cup,Hard,18.0,A,20241229,22.0,207830,,,Tomas Machac,R,183.0,CZE,24.211,207925,,,Flavio Cobolli,R,183.0,ITA,22.65,6-1 6-2,3,RR,54.0,9.0,2.0,43.0,27.0,23.0,11.0,8.0,0.0,0.0,1.0,4.0,35.0,19.0,10.0,6.0,7.0,0.0,4.0,25.0,1758.0,32.0,1472.0
2025-9900,United Cup,Hard,18.0,A,20241229,23.0,126203,,,Taylor Fritz,R,196.0,USA,27.17,207830,,,Tomas Machac,R,183.0,CZE,24.211,6-7(4) 6-5 RET,3,RR,111.0,15.0,3.0,79.0,57.0,43.0,9.0,11.0,8.0,10.0,5.0,2.0,79.0,52.0,35.0,14.0,12.0,1.0,4.0,4.0,5100.0,25.0,1758.0
2025-9900,United Cup,Hard,18.0,A,20241229,24.0,128034,,,Hubert Hurkacz,R,196.0,POL,27.88,207686,,,Alexander Shevchenko,R,188.0,KAZ,24.082,6-3 6-2,3,RR,58.0,10.0,0.0,46.0,35.0,28.0,8.0,9.0,0.0,0.0,1.0,1.0,49.0,34.0,18.0,9.0,8.0,1.0,4.0,16.0,2640.0,78.0,715.0
2025-9900,United Cup,Hard,18.0,A,20241229,25.0,126203,,,Taylor Fritz,R,196.0,USA,27.17,128034,,,Hubert Hurkacz,R,196.0,POL,27.88,6-4 5-7 7-6(4),3,F,138.0,13.0,3.0,96.0,62.0,51.0,20.0,17.0,0.0,1.0,17.0,0.0,96.0,64.0,51.0,20.0,17.0,1.0,2.0,4.0,5100.0,16.0,2640.0
2025-339,Brisbane,Hard,32.0,250,20241229,1.0,126846,,,Aleksandar Vukic,R,188.0,AUS,28.731,105676,,,David Goffin,R,180.0,BEL,34.062,6-2 6-3,3,R32,82.0,11.0,1.0,57.0,31.0,25.0,15.0,9.0,3.0,3.0,3.0,2.0,61.0,35.0,18.0,15.0,8.0,2.0,5.0,68.0,778.0,52.0,1037.0
2025-339,Brisbane,Hard,32.0,250,20241229,2.0,210506,,,Alex Michelsen,R,193.0,USA,20.345,900000,,,Christopher O'Connell,R,183.0,AUS,30.574,6-4 4-6 7-6(10),3,R32,144.0,7.0,2.0,92.0,49.0,38.0,25.0,16.0,3.0,6.0,13.0,3.0,101.0,56.0,47.0,21.0,16.0,2.0,5.0,41.0,1245.0,64.0,795.0
2025-339,Brisbane,Hard,32.0,250,20241229,3.0,126127,,,Benjamin Bonzi,R,183.0,FRA,28.556,126214,,,Alejandro Tabilo,L,188.0,CHI,27.576,6-7(8) 7-6(5) 6-4,3,R32,168.0,15.0,2.0,110.0,72.0,57.0,23.0,17.0,3.0,4.0,18.0,7.0,125.0,84.0,66.0,16.0,17.0,5.0,7.0,75.0,730.0,23.0,1943.0
2025-339,Brisbane,Hard,32.0,250,20241229,4.0,106415,,,Yoshihito Nishioka,L,170.0,JPN,29.257,126239,,,Arthur Rinderknech,R,196.0,FRA,29.437,6-3 6-4,3,R32,74.0,1.0,0.0,50.0,31.0,28.0,13.0,10.0,0.0,0.0,6.0,1.0,51.0,31.0,23.0,11.0,9.0,1.0,3.0,69.0,776.0,59.0,927.0
2025-339,Brisbane,Hard,32.0,250,20241229,5.0,111442,,,Jordan Thompson,R,183.0,AUS,30.694,126610,,,Matteo Berrettini,R,196.0,ITA,28.715,3-6 6-3 6-4,3,R32,134.0,6.0,4.0,93.0,56.0,41.0,16.0,14.0,2.0,4.0,8.0,1.0,76.0,49.0,41.0,13.0,14.0,2.0,5.0,26.0,1745.0,34.0,1380.0
2025-339,Brisbane,Hard,32.0,250,20241229,6.0,111797,,,Nicolas Jarry,R,201.0,CHI,29.218,208363,,,Mariano Navone,R,178.0,ARG,23.836,7-5 7-6(7),3,R32,108.0,7.0,1.0,75.0,47.0,39.0,17.0,12.0,3.0,4.0,10.0,1.0,77.0,49.0,37.0,15.0,12.0,1.0,3.0,35.0,1370.0,47.0,1148.0
2025-339,Brisbane,Hard,32.0,250,20241229,7.0,105777,,,Grigor Dimitrov,R,191.0,BUL,33.624,105870,,,Yannick Hanfmann,R,193.0,GER,33.128,7-6(5) 6-3,3,R32,107.0,9.0,3.0,63.0,38.0,33.0,10.0,10.0,2.0,3.0,4.0,3.0,95.0,64.0,40.0,14.0,11.0,7.0,10.0,10.0,3350.0,96.0,627.0
2025-339,Brisbane,Hard,32.0,250,20241229,8.0,208103,,,Jiri Lehecka,R,185.0,CZE,23.14,208029,,,Holger Rune,R,188.0,DEN,21.67,7-5 6-3,3,R32,84.0,5.0,1.0,68.0,43.0,29.0,14.0,10.0,7.0,9.0,1.0,2.0,62.0,40.0,21.0,11.0,11.0,1.0,6.0,28.0,1660.0,13.0,3025.0
2025-339,Brisbane,Hard,32.0,250,20241229,9.0,124187,,,Reilly Opelka,R,211.0,USA,27.337,144870,,,Federico Agustin Gomez,R,191.0,ARG,28.09,7-5 6-4,3,R32,75.0,9.0,1.0,49.0,29.0,27.0,17.0,11.0,0.0,0.0,7.0,2.0,62.0,41.0,31.0,11.0,11.0,3.0,5.0,293.0,176.0,137.0,442.0
2025-339,Brisbane,Hard,32.0,250,20241229,10.0,208286,,,Matteo Arnaldi,R,185.0,ITA,23.849,200615,,,Alexei Popyrin,R,196.0,AUS,25.402,6-3 6-2,3,R32,69.0,7.0,3.0,54.0,24.0,17.0,21.0,9.0,2.0,2.0,5.0,2.0,41.0,29.0,19.0,5.0,8.0,0.0,3.0,37.0,1345.0,24.0,1865.0
2025-339,Brisbane,Hard,32.0,250,20241229,11.0,126207,,,Frances Tiafoe,R,188.0,USA,26.94,200443,,,Adam Walton,R,183.0,AUS,25.703,7-6(5) 6-3,3,R32,90.0,13.0,1.0,66.0,46.0,37.0,11.0,11.0,3.0,4.0,13.0,4.0,66.0,38.0,30.0,11.0,10.0,2.0,4.0,18.0,2585.0,93.0,636.0
2025-339,Brisbane,Hard,32.0,250,20241229,12.0,210150,,,Jakub Mensik,R,196.0,CZE,19.326,105062,,,Mikhail Kukushkin,R,183.0,KAZ,37.01,7-6(3) 6-4,3,R32,94.0,13.0,2.0,68.0,42.0,33.0,15.0,11.0,1.0,2.0,2.0,3.0,76.0,47.0,30.0,17.0,11.0,2.0,4.0,48.0,1136.0,113.0,542.0
2025-339,Brisbane,Hard,32.0,250,20241229,13.0,105583,,,Dusan Lajovic,R,183.0,SRB,34.5,209070,,,Arthur Cazaux,R,183.0,FRA,22.352,6-4 6-4,3,R32,101.0,1.0,1.0,61.0,41.0,27.0,15.0,10.0,8.0,9.0,8.0,6.0,81.0,46.0,33.0,13.0,10.0,7.0,10.0,81.0,710.0,63.0,807.0
2025-339,Brisbane,Hard,32.0,250,20241229,14.0,208659,,,Giovanni Mpetshi Perricard,R,203.0,FRA,21.478,106401,,,Nick Kyrgios,R,193.0,AUS,29.676,7-6(2) 6-7(4) 7-6(3),3,R32,147.0,36.0,7.0,111.0,73.0,65.0,24.0,18.0,2.0,2.0,15.0,0.0,107.0,81.0,67.0,18.0,18.0,2.0,2.0,31.0,1561.0,,
2025-339,Brisbane,Hard,32.0,250,20241229,15.0,104792,,,Gael Monfils,R,193.0,FRA,38.327,210460,,,Nishesh Basavareddy,R,180.0,USA,19.661,6-4 4-6 6-1,3,R32,109.0,18.0,0.0,77.0,52.0,40.0,13.0,14.0,4.0,7.0,4.0,1.0,74.0,49.0,34.0,9.0,13.0,2.0,7.0,55.0,1005.0,138.0,440.0
2025-339,Brisbane,Hard,32.0,250,20241229,16.0,104925,,,Novak Djokovic,R,188.0,SRB,37.607,208014,,,Rinky Hijikata,R,178.0,AUS,23.847,6-3 6-3,3,R32,74.0,12.0,0.0,47.0,31.0,25.0,12.0,9.0,0.0,0.0,7.0,1.0,54.0,37.0,22.0,8.0,9.0,2.0,5.0,7.0,3910.0,73.0,746.0
2025-339,Brisbane,Hard,32.0,250,20241229,17.0,208103,,,Jiri Lehecka,R,185.0,CZE,23.14,106415,,,Yoshihito Nishioka,L,170.0,JPN,29.257,6-2 6-7(5) 6-4,3,R16,139.0,17.0,3.0,81.0,51.0,45.0,17.0,15.0,2.0,3.0,3.0,3.0,107.0,75.0,49.0,16.0,15.0,8.0,12.0,28.0,1660.0,69.0,776.0
2025-339,Brisbane,Hard,32.0,250,20241229,18.0,111797,,,Nicolas Jarry,R,201.0,CHI,29.218,126127,,,Benjamin Bonzi,R,183.0,FRA,28.556,6-2 6-3,3,R16,65.0,10.0,0.0,43.0,30.0,27.0,6.0,9.0,0.0,1.0,4.0,2.0,51.0,35.0,18.0,9.0,8.0,3.0,7.0,35.0,1370.0,75.0,730.0
2025-339,Brisbane,Hard,32.0,250,20241229,19.0,105777,,,Grigor Dimitrov,R,191.0,BUL,33.624,126846,,,Aleksandar Vukic,R,188.0,AUS,28.731,6-2 7-6(5),3,R16,83.0,12.0,1.0,53.0,33.0,31.0,13.0,10.0,0.0,0.0,5.0,4.0,74.0,44.0,31.0,15.0,10.0,8.0,10.0,10.0,3350.0,68.0,778.0
2025-339,Brisbane,Hard,32.0,250,20241229,20.0,111442,,,Jordan Thompson,R,183.0,AUS,30.694,210506,,,Alex Michelsen,R,193.0,USA,20.345,7-5 6-3,3,R16,102.0,3.0,1.0,60.0,37.0,28.0,15.0,10.0,6.0,7.0,4.0,2.0,65.0,46.0,29.0,9.0,11.0,3.0,7.0,26.0,1745.0,41.0,1245.0
2025-339,Brisbane,Hard,32.0,250,20241229,21.0,210150,,,Jakub Mensik,R,196.0,CZE,19.326,105583,,,Dusan Lajovic,R,183.0,SRB,34.5,6-3 6-2,3,R16,65.0,4.0,0.0,51.0,38.0,27.0,9.0,9.0,2.0,3.0,5.0,1.0,55.0,43.0,21.0,6.0,8.0,5.0,9.0,48.0,1136.0,81.0,710.0
2025-339,Brisbane,Hard,32.0,250,20241229,22.0,124187,,,Reilly Opelka,R,211.0,USA,27.337,208286,,,Matteo Arnaldi,R,185.0,ITA,23.849,7-6(9) 7-6(4),3,R16,116.0,25.0,6.0,86.0,58.0,49.0,13.0,12.0,1.0,2.0,8.0,2.0,75.0,40.0,34.0,21.0,12.0,1.0,2.0,293.0,176.0,37.0,1345.0
2025-339,Brisbane,Hard,32.0,250,20241229,23.0,208659,,,Giovanni Mpetshi Perricard,R,203.0,FRA,21.478,126207,,,Frances Tiafoe,R,188.0,USA,26.94,6-4 7-6(4),3,R16,92.0,20.0,4.0,75.0,50.0,40.0,11.0,11.0,2.0,2.0,6.0,2.0,72.0,38.0,31.0,16.0,11.0,2.0,3.0,31.0,1561.0,18.0,2585.0
2025-339,Brisbane,Hard,32.0,250,20241229,24.0,104925,,,Novak Djokovic,R,188.0,SRB,37.607,104792,,,Gael Monfils,R,193.0,FRA,38.327,6-3 6-3,3,R16,72.0,5.0,1.0,52.0,34.0,26.0,12.0,9.0,1.0,1.0,4.0,4.0,48.0,34.0,21.0,6.0,9.0,0.0,3.0,7.0,3910.0,55.0,1005.0
2025-339,Brisbane,Hard,32.0,250,20241229,25.0,208103,,,Jiri Lehecka,R,185.0,CZE,23.14,111797,,,Nicolas Jarry,R,201.0,CHI,29.218,6-4 6-4,3,QF,89.0,10.0,2.0,66.0,39.0,31.0,14.0,10.0,5.0,5.0,8.0,2.0,62.0,39.0,28.0,11.0,10.0,3.0,5.0,28.0,1660.0,35.0,1370.0
2025-339,Brisbane,Hard,32.0,250,20241229,26.0,105777,,,Grigor Dimitrov,R,191.0,BUL,33.624,111442,,,Jordan Thompson,R,183.0,AUS,30.694,6-1 2-1 RET,3,QF,43.0,1.0,1.0,31.0,21.0,19.0,5.0,5.0,0.0,0.0,1.0,1.0,26.0,12.0,7.0,6.0,5.0,1.0,4.0,10.0,3350.0,26.0,1745.0
2025-339,Brisbane,Hard,32.0,250,20241229,27.0,208659,,,Giovanni Mpetshi Perricard,R,203.0,FRA,21.478,210150,,,Jakub Mensik,R,196.0,CZE,19.326,7-5 7-6(5),3,QF,92.0,19.0,2.0,72.0,47.0,37.0,18.0,12.0,0.0,0.0,10.0,5.0,78.0,48.0,38.0,16.0,12.0,1.0,2.0,31.0,1561.0,48.0,1136.0
2025-339,Brisbane,Hard,32.0,250,20241229,28.0,124187,,,Reilly Opelka,R,211.0,USA,27.337,104925,,,Novak Djokovic,R,188.0,SRB,37.607,7-6(6) 6-3,3,QF,100.0,16.0,1.0,64.0,49.0,38.0,13.0,11.0,1.0,1.0,8.0,1.0,73.0,53.0,38.0,12.0,10.0,4.0,5.0,293.0,176.0,7.0,3910.0
2025-339,Brisbane,Hard,32.0,250,20241229,29.0,208103,,,Jiri Lehecka,R,185.0,CZE,23.14,105777,,,Grigor Dimitrov,R,191.0,BUL,33.624,6-4 4-4 RET,3,SF,83.0,4.0,3.0,52.0,26.0,22.0,17.0,9.0,0.0,0.0,6.0,2.0,49.0,32.0,24.0,12.0,9.0,1.0,2.0,28.0,1660.0,10.0,3350.0
2025-339,Brisbane,Hard,32.0,250,20241229,30.0,124187,,,Reilly Opelka,R,211.0,USA,27.337,208659,,,Giovanni Mpetshi Perricard,R,203.0,FRA,21.478,6-3 7-6(4),3,SF,86.0,12.0,2.0,64.0,45.0,38.0,13.0,11.0,4.0,4.0,10.0,5.0,69.0,48.0,38.0,9.0,10.0,1.0,2.0,293.0,176.0,31.0,1561.0
2025-339,Brisbane,Hard,32.0,250,20241229,31.0,208103,,,Jiri Lehecka,R,185.0,CZE,23.14,124187,,,Reilly Opelka,R,211.0,USA,27.337,4-1 RET,3,F,13.0,3.0,0.0,15.0,10.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0,4.0,0.0,2.0,0.0,1.0,28.0,1660.0,293.0,176.0
2025-336,Hong Kong,Hard,28.0,250,20241229,1.0,200175,,,Miomir Kecmanovic,R,183.0,SRB,25.331,209260,,,Luciano Darderi,R,183.0,ITA,22.872,6-3 6-3,3,R32,67.0,9.0,1.0,57.0,39.0,32.0,8.0,9.0,2.0,2.0,9.0,1.0,53.0,35.0,22.0,10.0,9.0,6.0,9.0,54.0,1021.0,44.0,1198.0
2025-336,Hong Kong,Hard,28.0,250,20241229,2.0,206681,,,Fabian Marozsan,R,193.0,HUN,25.227,126128,,,Roman Safiullin,R,185.0,RUS,27.395,6-1 7-6(9),3,R32,93.0,6.0,3.0,70.0,41.0,30.0,14.0,10.0,1.0,5.0,4.0,3.0,72.0,47.0,29.0,8.0,9.0,10.0,16.0,58.0,935.0,60.0,923.0
2025-336,Hong Kong,Hard,28.0,250,20241229,3.0,132283,,,Lorenzo Sonego,R,191.0,ITA,29.637,206909,,,Brandon Nakashima,R,188.0,USA,23.406,7-6(4) 6-3,3,R32,90.0,5.0,1.0,61.0,38.0,34.0,17.0,11.0,0.0,0.0,6.0,0.0,56.0,39.0,33.0,10.0,10.0,1.0,2.0,53.0,1026.0,38.0,1335.0
2025-336,Hong Kong,Hard,28.0,250,20241229,4.0,111815,,,Cameron Norrie,L,188.0,GBR,29.352,210530,,,Learner Tien,L,180.0,USA,19.075,6-3 7-5,3,R32,98.0,11.0,1.0,78.0,60.0,38.0,8.0,11.0,5.0,7.0,6.0,5.0,69.0,42.0,27.0,11.0,10.0,5.0,9.0,49.0,1119.0,122.0,493.0
2025-336,Hong Kong,Hard,28.0,250,20241229,5.0,200267,,,Zizou Bergs,R,185.0,BEL,25.574,208279,,,Alejandro Moro Canas,R,183.0,ESP,24.06,6-4 6-4,3,R32,91.0,11.0,1.0,54.0,38.0,31.0,11.0,10.0,1.0,2.0,2.0,3.0,78.0,48.0,31.0,12.0,10.0,6.0,9.0,71.0,768.0,169.0,345.0
2025-336,Hong Kong,Hard,28.0,250,20241229,6.0,124186,,,Alexandre Muller,R,183.0,FRA,27.907,144817,,,Marc-Andrea Huesler,L,196.0,SUI,28.515,2-6 6-4 6-3,3,R32,125.0,9.0,2.0,93.0,73.0,48.0,10.0,14.0,6.0,9.0,8.0,3.0,81.0,40.0,34.0,15.0,13.0,5.0,8.0,67.0,778.0,159.0,376.0
2025-336,Hong Kong,Hard,28.0,250,20241229,7.0,132686,,,Nuno Borges,R,185.0,POR,27.858,900002,,,Yunchaokete Bu,R,185.0,CHN,22.943,3-6 6-3 7-6(6),3,R32,134.0,9.0,4.0,81.0,55.0,46.0,14.0,15.0,2.0,4.0,17.0,1.0,107.0,65.0,51.0,20.0,15.0,9.0,11.0,36.0,1355.0,65.0,784.0
2025-336,Hong Kong,Hard,28.0,250,20241229,8.0,144719,,,Jaume Munar,R,183.0,ESP,27.652,200221,,,Alejandro Davidovich Fokina,R,180.0,ESP,25.569,4-6 6-3 6-3,3,R32,117.0,6.0,4.0,78.0,49.0,36.0,19.0,14.0,2.0,4.0,2.0,4.0,76.0,39.0,25.0,21.0,14.0,2.0,6.0,62.0,832.0,61.0,845.0
2025-336,Hong Kong,Hard,28.0,250,20241229,9.0,124079,,,Pedro Martinez,R,185.0,ESP,27.677,208859,,,Francesco Passaro,R,180.0,ITA,23.975,6-4 6-4,3,R32,89.0,3.0,1.0,63.0,45.0,35.0,10.0,10.0,3.0,3.0,5.0,2.0,55.0,38.0,30.0,8.0,10.0,4.0,6.0,43.0,1205.0,108.0,570.0
2025-336,Hong Kong,Hard,28.0,250,20241229,10.0,105453,,,Kei Nishikori,R,178.0,JPN,35.001,133430,,,Denis Shapovalov,L,185.0,CAN,25.708,6-2 6-3,3,R32,58.0,4.0,0.0,50.0,35.0,29.0,9.0,9.0,2.0,2.0,7.0,5.0,52.0,27.0,18.0,12.0,8.0,4.0,7.0,106.0,578.0,56.0,981.0
2025-336,Hong Kong,Hard,28.0,250,20241229,11.0,209113,,,Gabriel Diallo,R,203.0,CAN,23.264,106148,,,Roberto Carballes Baena,R,183.0,ESP,31.77,4-6 7-6(4) 7-5,3,R32,169.0,9.0,2.0,117.0,85.0,57.0,19.0,17.0,10.0,13.0,9.0,6.0,104.0,65.0,52.0,16.0,17.0,5.0,8.0,87.0,643.0,57.0,981.0
2025-336,Hong Kong,Hard,28.0,250,20241229,12.0,209992,,,Juncheng Shang,L,180.0,CHN,19.904,209409,,,Coleman Wong,R,191.0,HKG,20.564,7-6(3) 6-4,3,R32,89.0,4.0,1.0,59.0,33.0,29.0,20.0,11.0,0.0,0.0,17.0,1.0,76.0,52.0,41.0,9.0,11.0,6.0,7.0,50.0,1115.0,170.0,340.0
2025-336,Hong Kong,Hard,28.0,250,20241229,13.0,124186,,,Alexandre Muller,R,183.0,FRA,27.907,200175,,,Miomir Kecmanovic,R,183.0,SRB,25.331,5-7 7-6(6) 7-6(10),3,R16,210.0,9.0,2.0,122.0,86.0,61.0,16.0,18.0,5.0,10.0,4.0,5.0,139.0,83.0,57.0,26.0,18.0,5.0,9.0,67.0,778.0,54.0,1021.0
2025-336,Hong Kong,Hard,28.0,250,20241229,14.0,111815,,,Cameron Norrie,L,188.0,GBR,29.352,132283,,,Lorenzo Sonego,R,191.0,ITA,29.637,6-2 4-6 6-1,3,R16,144.0,4.0,1.0,70.0,52.0,37.0,13.0,12.0,2.0,3.0,7.0,0.0,75.0,52.0,38.0,7.0,13.0,4.0,9.0,49.0,1119.0,53.0,1026.0
